FileName,iou_score
i60k4LXneng_000016_000026_4.0_7.0,0.00508272
pRc_dHSgMJw_000015_000025_6.5_9.5,0.0014381629
c8-8HN6LPN4_000030_000040_5.5_10.0,0.010399715
g9_h4EwltJc_000138_000148_0.0_8.0,0.017261676
6xZZQ9muKZI_000024_000034_6.5_9.5,0.0020185555
-Wigi5NZWPY_000047_000057_0.0_3.0,0.0064723524
_5An8FmGzxw_000009_000019_0.5_7.0,0.005768928
figAt3ZN1Iw_000028_000038_0.0_4.0,0.0026825261
YROOI2kKvGw_000260_000270_0.5_3.5,0.1109138
jyqjN_ua8KA_000185_000195_3.5_6.5,0.0037632878
jb20hKUYHYo_000013_000023_2.5_7.0,0.0015042152
33_YqohDPpE_000250_000260_7.0_10.0,0.026461614
gcBUpboDmjc_000033_000043_1.0_5.0,0.016980546
G6XFRkbW1wQ_000030_000040_0.0_10.0,0.011189572
ASNVv0gTdCM_000020_000030_3.0_6.5,0.0048580314
NF1lwZ24RYI_000030_000040_6.0_10.0,0.012279667
eVgrRexV12g_000237_000247_2.5_5.0,0.0034320164
MIx6I90Y-LU_000015_000025_0.0_3.5,0.0024389634
btiGpTrcya8_000077_000087_0.0_5.0,0.0046959296
X6pk3KmN4t0_000010_000020_6.0_10.0,0.0004897064
KxnOBDMruGw_000110_000120_2.0_5.5,2.8279766e-05
gnkCCLn5FFw_000020_000030_7.0_10.0,0.0051293233
QuFBR2CYeyA_000149_000159_0.8_3.0,0.000634922
eAHTadOobKQ_000070_000080_1.5_4.5,0.0056149494
QHqNbN6mo1Q_000013_000023_4.5_7.5,0.0002495501
tXV_3QVK1I0_000004_000014_4.5_8.5,0.002743284
yJBX0Wp-6B4_000374_000384_5.0_8.0,0.0038482351
hKR3zSW9qLk_000020_000030_0.0_6.0,0.00041584877
Yeo8mSgMuvw_000352_000362_0.0_3.5,0.0036164748
3m_ijwtjBV8_000041_000051_4.5_8.5,0.006266102
WKlfyztuZ7I_000062_000072_0.0_3.0,0.0
evoTQV0R2Dw_000016_000026_1.4_3.5,0.006464367
9S4-bVB6v0Q_000005_000015_0.0_10.0,0.011684401
_ZC6yk5iE1I_000026_000036_3.0_9.0,0.0030531408
0s49D-LqHwg_000030_000040_2.0_5.0,0.05070891
2OLXoKxJ1qg_000030_000040_0.0_4.5,0.0017838819
LDtSR-Wnu8I_000090_000100_0.5_9.0,0.015162213
yUZMpGwS-OI_000230_000240_2.5_6.5,0.008806921
_i4LB1MpHj4_000110_000120_2.0_6.0,0.12384427
x97K7LfXfEs_000073_000083_0.5_5.0,0.032871585
i4woNas3E00_000150_000160_0.0_3.5,9.269485e-05
_cW-ybXSseo_000017_000027_3.5_6.5,0.0006687793
qNjfHGbv6PU_000033_000043_6.0_9.5,0.008434953
Sc-Nrze92ps_000014_000024_6.5_10.0,0.0036976952
1DKds_ZQnzM_000190_000200_4.0_7.0,0.028919429
Ty-z2SgEEp0_000056_000066_5.0_8.0,0.005017037
Yvx9iGdJaWA_000024_000034_6.0_9.5,0.006785457
h5xjZrd4nhc_000052_000062_2.5_5.5,0.0039885864
WKY-QgdWR1Y_000070_000080_2.5_6.0,0.009427786
csz8nquY3Yw_000000_000010_7.0_10.0,0.016755644
1AfCMvhZJVY_000040_000050_0.5_3.5,0.012229758
70EYv6ihyhQ_000030_000040_0.5_4.0,0.0006398467
pYsT6PjPaFY_000030_000040_0.0_5.5,0.0014997678
pdQyaAGodI0_000004_000014_3.5_7.0,0.002399638
EVaKVCwJJrQ_000001_000011_5.5_10.0,0.0018388237
tpMkAZeyYeU_000090_000100_4.5_7.5,0.0033548418
4PQAJ_WycUo_000012_000022_1.0_4.0,0.012311362
nMXQuXm6qPE_000086_000096_3.0_7.0,0.0026796225
KIa0xMnogjQ_000080_000090_1.0_4.0,0.042627636
5gRTZ8Wuy0s_000024_000034_0.0_3.0,0.0005605474
flBsIp0uJAU_000017_000027_0.0_3.0,0.000100424586
wNQ3qOpy2Eo_000150_000160_1.5_5.5,0.014591613
p_cCf3qT6nI_000010_000020_3.5_6.0,0.030625338
1gadod9llZY_000046_000056_4.5_8.5,0.0015381611
KRn0pi_BArA_000010_000020_0.0_3.5,0.0034176302
-kWBXffnROc_000030_000040_2.5_7.0,0.039787747
UP-22ZNzDb8_000202_000212_2.5_5.5,1.976373e-05
jnRCX16EwrM_000050_000060_4.5_8.0,0.021816125
-sgvu4UC_KA_000649_000659_3.0_7.0,0.0018863814
CpKmvzqO8jU_000000_000010_4.0_7.0,0.004943129
BZK5xQsIMfs_000020_000030_4.0_8.5,0.007180988
OL0_rg-0sbk_000033_000043_4.5_6.5,0.011527608
VnKBb809id4_000174_000184_1.5_4.5,0.018809477
mChhpAJCo98_000243_000253_0.0_3.5,0.0036065278
d-adbXZYHxI_000006_000016_6.0_9.5,0.0043525165
bmNjHkoEmLQ_000001_000011_0.0_8.5,0.008238193
-mMT5qn4yiI_000302_000312_1.0_4.0,0.0042454978
KLAI62kdOJU_000121_000131_2.0_5.5,0.002384123
850PpzdYeUU_000000_000010_1.5_8.5,0.00426026
j_vYvL6VH8g_000012_000022_2.5_5.5,0.0032588101
73KLTq7YHlI_000022_000032_3.0_9.0,0.0011717039
0Cw7T_rMgn0_000002_000012_1.0_5.0,0.0041982676
a-X7Ri2jEzE_000090_000100_0.5_3.5,0.0006215365
nsgcHvB9WA4_000003_000013_0.0_3.0,0.0034092898
T0Epkxs28YM_000002_000012_5.5_10.0,0.0018787938
p7LBQbIrh68_000030_000040_6.5_9.5,0.019554282
fCAnce0whF4_000079_000089_7.0_10.0,0.00020713177
t2xJjZp1D1E_000009_000019_0.0_3.0,0.007858172
lVkkV34YZBE_000275_000285_2.0_5.0,0.0006425729
DqqNskxq6MY_000111_000121_7.0_10.0,0.0016535133
gCcwf1oDROA_000010_000020_2.0_7.0,0.01716335
EXrUYmn6SXc_000045_000055_0.5_4.0,0.008852327
dGuAq-B_O9c_000030_000040_4.0_9.5,0.036021154
XLBPzBDvu3U_000031_000041_0.5_4.0,0.0035469944
2ngbRYHDfWY_000025_000035_5.5_9.0,0.00079164293
UabHrqsUlRY_000014_000024_0.0_7.0,0.000514294
3yXCtpvjz6E_000017_000027_1.0_4.5,0.0075007086
EU77OQhy3V4_000019_000029_0.0_3.0,0.027174737
zm-1vgWuexY_000030_000040_5.5_8.5,0.011397109
I3kPmcHvMrg_000030_000040_2.5_6.5,0.019013671
M_P-Md-SsQ4_000007_000017_5.5_8.5,0.00058447476
30OKuAy9LNs_000035_000045_0.0_3.0,0.0022136688
1IrbIhduwYQ_000010_000020_0.0_7.0,7.739044e-06
QQmDfHX_nvY_000022_000032_0.0_4.5,0.341494
gBbgK1MNsNQ_000001_000011_0.0_10.0,0.00029500842
b_abDWAF8CU_000111_000121_0.0_3.0,0.0002946137
0TqOnQyMK_Q_000114_000124_3.5_6.5,0.0046218475
lfcuxdnxpXc_000030_000040_1.0_9.5,0.040780693
hAOOvEmAY7c_000012_000022_2.5_8.0,0.0043939548
DJrbJW3TG9k_000030_000040_0.0_3.0,0.0117718885
HdoWq76rxDw_000162_000172_0.0_4.0,0.004325543
1dac7pLj_do_000070_000080_0.0_3.0,0.0017189579
GAPamRQg0FE_000194_000204_5.0_8.0,0.0050763856
dnWZREiV5d4_000049_000059_0.0_7.5,0.0002388993
RF-ULxC-GkA_000064_000074_3.5_8.5,0.0054450016
TaXGnHoNBQI_000329_000339_3.0_6.0,0.0019613325
czaj1HwZFYk_000180_000190_0.0_10.0,0.0739257
B9ZQfpwK--8_000050_000060_0.0_4.0,0.0026779692
fWqXK1PQfOc_000134_000144_2.5_5.5,0.0041092657
C7vXquUH5YE_000047_000057_4.5_9.0,0.0060026967
BVPplYVpLAE_000448_000458_4.5_7.5,0.035183445
_f7qCwXJQmQ_000035_000045_1.0_4.0,0.057476006
XcFKQKjv0-o_000011_000021_6.5_10.0,0.00086060795
AiKYxZSTvrE_000030_000040_3.0_6.0,0.0033334696
7ecNoAOaOfs_000169_000179_1.0_5.0,0.025929857
IQmrVcRT-oI_000020_000030_5.5_10.0,0.001181047
bmNjHkoEmLQ_000000_000010_2.5_9.5,0.00929214
JuZ7UH1vqSQ_000070_000080_2.5_6.0,0.007187663
LyUa30uGBhQ_000017_000027_0.0_8.5,0.0042855814
A6GuZLAVqbI_000110_000120_0.5_4.5,0.001265493
SzmltlCOGec_000040_000050_1.5_10.0,0.012273326
5t4h4az7CzQ_000030_000040_0.0_9.0,0.019555805
KsDnCbk_5x4_000041_000051_5.5_10.0,0.0082703605
CS6gtfNSJ1E_000030_000040_0.5_9.0,0.054911446
vdpdD71a8cs_000100_000110_0.0_7.0,0.0011681841
fIzqm8CUV3k_000069_000079_0.5_3.5,0.0
1MBnwefvWRI_000019_000029_0.0_4.0,0.0046849092
Z_9HH5leLp0_000090_000100_3.0_6.0,0.00782685
5ogQ88sOAkA_000108_000118_0.5_3.5,0.009912298
XTDo4OaFapg_000100_000110_1.0_6.0,0.002057801
alPl2XBo9NI_000068_000078_1.5_5.5,0.004163822
9FG92B_xVXo_000040_000050_0.0_4.0,0.015226269
JBf4YmzFvuI_000030_000040_4.0_8.0,0.044776462
BBgW_3zDdto_000030_000040_2.0_5.0,0.009708763
J7CT4ItmR_8_000000_000010_3.5_7.0,0.0032403988
fLEM7amr21o_000250_000260_1.5_4.5,0.00027170635
V69i0H3grog_000028_000038_2.0_5.0,0.010143602
b9Jzj2cmWvQ_000010_000020_4.5_10.0,0.020092823
6wHFhrAqt5Q_000023_000033_5.5_8.5,0.001775163
QUvop5uXVNM_000015_000025_4.0_7.0,0.0030716464
wbXItUDliuo_000087_000097_0.0_3.0,0.0030728863
5F3K1zjINMo_000030_000040_0.0_4.5,0.06120734
Enta6MkaWF8_000339_000349_1.0_4.0,0.0032712496
cPkmeDIcyVA_000030_000040_2.0_5.5,0.0013514573
e5fApHXb3sQ_000163_000173_0.0_4.0,0.004119453
GF0TW9afvTU_000344_000354_0.0_3.0,0.00034588162
m6PBJSI-HyI_000030_000040_7.0_10.0,0.014097571
JF4V_YfGiRw_000073_000083_0.5_4.0,0.0017432908
GMW2jeYLrhk_000100_000110_3.0_10.0,0.002205581
Mwathy0O9jU_000043_000053_6.0_9.0,0.006438664
g5F9kDpxRaA_000014_000024_3.0_6.0,0.002574888
ddgAGEWxtxA_000137_000147_3.5_8.5,0.0030689081
5EcrQhp7We0_000040_000050_4.0_7.0,0.02848588
yiOmNFP0cHQ_000009_000019_5.5_9.0,0.0039442144
KHg9A1o9rCs_000006_000016_2.0_8.0,0.0021486066
NuX0FmQWKEo_000028_000038_0.5_4.0,0.006413747
FSAGhEQ3uFk_000003_000013_1.0_4.5,0.00803429
ATq96KU_biQ_000000_000010_4.0_10.0,0.008671732
MxlKNay7Kcs_000032_000042_1.0_3.5,0.0005133709
6UYP_v7eipM_000009_000019_7.0_10.0,0.0054778457
rva3qb0DOgo_000072_000082_3.0_6.5,0.0019061943
f-zF4trKRfQ_000050_000060_6.5_10.0,0.00029163263
PFJdUid8GYk_000074_000084_0.0_3.0,0.014163413
2DTCSeX3aUY_000030_000040_2.5_6.0,0.017055066
kX4-OMWCdCc_000150_000160_1.5_5.0,0.012195189
vcT8gClKYTs_000013_000023_0.0_10.0,0.011459001
16DCCYYdgmg_000030_000040_0.0_10.0,0.066267766
LhOobR33d9o_000025_000035_0.0_10.0,0.0021073984
HiM0cqYAV7Q_000020_000030_0.5_5.5,0.005272311
d3ttrRgTTK0_000170_000180_3.5_9.0,0.05116759
-1rZFviqTTQ_000028_000038_3.5_5.8,0.0006828509
_HtzgvcnscE_000280_000290_0.0_4.0,0.038753804
Be8b5mAGM4w_000020_000030_0.0_3.5,0.0042122845
olgOjusBWeY_000400_000410_4.0_9.5,0.0017576237
DdiIdDTQKck_000077_000087_0.0_7.0,0.001947457
rrWsWt-rDrQ_000100_000110_0.0_5.5,0.0130814165
92vVMZ4Zkcc_000000_000010_7.0_10.0,0.016359456
2C4P_aYRC0o_000006_000016_0.0_3.5,0.0039857645
p8yXmuyBW3o_000119_000129_5.0_10.0,0.019115722
Cg_I1pc51kg_000070_000080_1.0_4.0,0.0014739137
V_PAO7aiHpw_000040_000050_0.5_4.5,0.007891409
kU2p7MP0mgw_000073_000083_6.5_9.5,0.0084983045
-CxXxHczP_c_000010_000020_0.0_10.0,0.0034849623
KxnOBDMruGw_000092_000102_5.5_9.0,0.0022872703
jSjHIytiC_o_000090_000100_1.5_5.0,0.028566044
_KRuP36W9BM_000030_000040_1.5_4.5,0.013482747
P-Rdpdcoops_000030_000040_3.0_7.0,0.033406343
XYwcQhvLubY_000026_000036_1.5_9.0,0.01729326
V_PAO7aiHpw_000040_000050_6.5_10.0,0.013272398
I4JKaLOIEGs_000030_000040_3.0_6.0,0.0133437095
6vfqtuV6Law_000005_000015_1.5_4.5,0.0045034927
eQnMW0bOd_U_000037_000047_1.0_3.1,0.003914269
KLAI62kdOJU_000076_000086_5.5_8.5,0.0025355085
x76-gh2JVy8_000241_000251_2.5_8.5,0.005447633
KRn0pi_BArA_000010_000020_2.0_6.0,0.008600692
2ZgDseZJJ5M_000030_000040_4.5_7.5,0.021327632
GhJhxnqgKcc_000139_000149_1.0_5.5,0.0093481
uz2pxQKVBmY_000029_000039_0.0_4.5,0.0026429123
CC4Nk0kQXhg_000000_000010_3.0_6.0,0.0059882607
6ixbjAeCj1A_000056_000066_0.0_3.0,0.0046086735
mmJim2h-byQ_000166_000176_4.0_8.5,0.018910496
WacT0obM3D4_000030_000040_4.5_7.5,0.06944464
M60XROTcN7M_000385_000395_5.0_8.0,0.002050755
g82IFDEwOGU_000149_000159_1.5_4.5,0.0042745722
9j3QuUqaOmw_000130_000140_5.5_10.0,0.0038717818
6zrX3NgsL7U_000290_000300_0.0_9.5,0.033720076
F3rn7mVPQPo_000364_000374_3.5_6.0,0.002059172
bU6hVP0WtsI_000035_000045_4.0_8.0,0.009782816
CM5W31FRa7o_000030_000040_5.0_10.0,0.00605243
-KrDQXnlXRw_000010_000020_5.5_8.5,0.020199995
CP4AdJG80gY_000070_000080_1.5_4.5,0.008571684
7lTxJy-TVZU_000020_000030_0.0_6.0,0.007440107
SKeSRDMRpY0_000254_000264_3.8_6.0,0.0038489616
a3Iqv8K0_XE_000030_000040_2.5_6.0,8.436416e-05
6ZiqMB3DZXw_000161_000171_2.5_5.5,0.0015727326
Hn95jm9E1k4_000170_000180_2.0_9.0,0.008361978
9EIPbIexzQ4_000021_000031_0.0_3.5,0.009541484
a6z9eUhrr2U_000040_000050_0.5_4.0,0.002317415
h0CCPYOWv1Y_000039_000049_1.0_7.0,0.010085621
QfkbwASxFtU_000010_000020_1.5_4.5,0.000109806446
xwRG6hEHjcU_000080_000090_4.0_7.5,0.0047542914
akjqOhO0IM0_000010_000020_3.0_10.0,0.0028129257
GGf2EbHoL_w_000000_000010_0.0_3.0,0.009661554
g_qU4ljHrx8_000041_000051_0.0_4.0,0.017948447
Jg6SD0glsOY_000100_000110_1.5_7.5,0.05502555
yIYzyZzDnK8_000042_000052_0.0_7.0,0.005905185
4jW7xTLOjtc_000043_000053_1.0_7.0,0.003267358
2S3iohOt7oA_000408_000418_0.0_6.0,0.00010764032
du_EYG4422E_000008_000018_0.0_10.0,0.011295217
C5bp4lRcfJY_000043_000053_0.0_3.0,0.0016379985
KsDnCbk_5x4_000159_000169_0.0_4.0,0.0053398954
pdGU1Ku-c1I_000035_000045_7.0_10.0,0.007824907
hU9pd28hyhc_000003_000013_1.5_10.0,0.0018547856
oyluGCZUz54_000002_000012_0.0_3.5,0.0015321687
V66qyPGEE9A_000090_000100_4.5_8.5,0.004643318
